Nombre,PApellido,SApellido,Grado,Especialidad,Areas,Sexo,Pais,Estado,Residencia,UEstudio,UTrabajo,PagPersonal,PagInstitucional,Citas,IndiceH,IndiceI10,Articulos,GScholar,ResearchG,ORCID,SIPIPN
Helene,Leman,,Doctora,,"Probabilidad, PDE, sistema dinámico, aplicación a la biología",Femenino,Francia,,México,Ecole Polytechnique,CIMAT,https://www.researchgate.net/profile/Helene-Leman,https://www.cimat.mx/es/investigadores_probabilidad_y_estadistica/helen-leman,416,9,8,33,https://scholar.google.com/citations?hl=es&user=1t_zTlgAAAAJ,,,
Abraham,Martin,del Campo,,,"geometría, algebraica computacional, geometría, algebraica numérica, estadística algebraica",Másculino,México,Ciudad de México,México,CIMAT,CIMAT,,http://personal.cimat.mx:8181/~abraham.mc/Code.html,152,7,7,17,https://scholar.google.com/citations?hl=es&user=wAPkMvUAAAAJ,,,
Sergio,Nava,Muñoz,Doctor,En Ciencia de Datos,"Estadística, Métodos Multivariados, Estadística Industrial, Ciencia de Datos",Másculino,México,Aguascalientes,México,Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación,CIMAT,,https://cimat.academia.edu/SergioNavaMu%C3%B1oz,,,,3,https://scholar.google.com/citations?hl=es&user=Fc9sxKgAAAAJ,,,
Marco A.,Aquino,López,Doctor,Arqueología y Paleoecología,"geometría, algebraica computacional, geometría, algebraica numérica, estadística algebraica",Másculino,México,Guanajuato,México,Universidad de la Reina de Belfast,CIMAT,https://www.researchgate.net/profile/Marco-Lopez-14,https://www.cimat.mx/en/marco-antonio-aquino-l%C3%B3pez,263,8,7,27,https://scholar.google.com/citations?hl=es&user=5fUCPfQAAAAJ,,,
Andres,Garcia,Medina,,,"Econofísica, Finanzas estadísticas, Sistemas complejos",Másculino,México,Monterrey,México,,CIMAT,,https://www.cimat.mx/sites/default/files/Unidad_Mty/CV_AndresGarcia.pdf,85,5,4,16,https://scholar.google.com/citations?hl=es&user=BJ2rGcUAAAAJ,,,
Hector,de la Torre,Gutierrez,,,"Modelado estadístico, Ciencias de datos, Series temporales, Ajuste estadístico, Aprendizaje automático",Másculino,México,Ciudad de México,México,,CIMAT,,https://www.researchgate.net/profile/Hector-De-La-Torre,75,3,3,14,https://scholar.google.com/citations?hl=es&user=LHlOHooAAAAJ,,,
Salvador,Botello,Rionda,Doctor,En Ingeniero de Caminos Canales y Puertos,Modelado numérico de sólidos en condiciones de servicio estáticas y/o dinámicas. Aplicaciones de algoritmos estocásticos en la optimización de estructuras. Procesamiento de imágenes y aplicaciones en imágenes médicas. Optimización multiobjetivo y su aplicación en la mecánica de sólidos.,Másculino,México,Guanajuato,México,Universidad Politécnica de Cataluña,CIMAT,,https://cgti.udg.mx/dr-salvador-botello-rionda,1821,19,29,100,https://scholar.google.com/citations?hl=es&user=PpAO2lMAAAAJ,,,
J. Cricelio,Montesinos,Lopez,,,"Cuantificación de la incertidumbre, Estadística aplicada, Estadística bayesiana, Métodos, MCMC",Másculino,México,Ciudad de México,México,,CIMAT,https://orcid.org/0000-0001-5017-6192,,117,6,4,21,https://scholar.google.com/citations?hl=es&user=9AF6wSQAAAAJ,,,
Rocío Marilyn,Caja,Rivera,,,"Modelado matemático, Modelado computacional y simulaciones, Ciencia de datos, Epidemiología, Salud pública",Femenino,México,Ciudad de México,México,,CIMAT,,,82,5,2,12,https://scholar.google.com/citations?hl=es&user=lgjHjCMAAAAJ,,,
Felipe,Medina,Aguayo,Doctor,En Matemáticas y Estadística,Métodos de Monte Carlo e inferencia bayesiana,Másculino,México,,Inglaterra,Universidad de Warwick,Universidad de Reading,https://sites.google.com/view/medina-aguayo/home,,80,3,3,8,https://scholar.google.com/citations?hl=es&user=NELTcygAAAAJ,,,
Addy,Bolivar,Cime,Doctora,En Probabilidad y Estadística,"Análisis multivariado, Estadística Matemática, Ciencia de Datos, Probabilidad, Teoría de Valores Extremos",Femenino,Perú,,México,CIMAT,Universidad Juárez Autónoma de Tabasco,https://sites.google.com/site/addybolivarcime/cv,,55,3,3,12,https://scholar.google.com/citations?hl=es&user=MRXY0SYAAAAJ,,,
Rafael Perez,Abreu,C,,,"Estadística Social, Estadística Industrial, Diseño de Experimentos",Másculino,México,,México,,CIMAT,,,44,4,1,12,https://scholar.google.com/citations?hl=es&user=HnevxOcAAAAJ,,,
Isaac,Rodríguez,Bribiesca,,,"Deep Learning, AI",Másculino,México,,México,,CIMAT,,,5,1,0,2,https://scholar.google.com/citations?hl=es&user=iVuFc20AAAAJ,,,
Irving,Gómez,Méndez,Doctor,En Probabilidad y Estadística,"Estadísticas Computacionales, Estadísticas no paramétricas, Inferencia con datos faltantes, Ciencia de datos y aprendizaje automático",Másculino,México,,México,CIMAT,CIMAT,https://irvinggomez.com/,,3,1,0,3,https://scholar.google.com/citations?hl=es&user=Kn3JxIoAAAAJ,,,
Dora E.,Alvarado,Carrillo,Doctora,Ciencias de la Computación,"Análisis de imágenes biomédicas, Aprendizaje profundo, Visión artificial",Femenino,México,Guanajuato,México,CIMAT,CIMAT,https://orcid.org/0000-0003-1984-7546,,6,1,0,9,https://scholar.google.com/citations?hl=es&user=uVBWoDQAAAAJ,,,
Antonio,Rieser,,,,"Topología algebraica aplicada, Topología simpléctica, Probabilidad, Estadística",Másculino,México,,México,,Universidad de Guanajuato,https://www.researchgate.net/scientific-contributions/Antonio-Rieser-2179212519,,42,3,2,7,https://scholar.google.com/citations?hl=es&user=ctxK9vMAAAAJ,,,
Humberto,Martinez,Bautista,,,"Estadística social, Estadística ambiental, Análisis de valores extremos, Bioestadística y modelación estadística.",Másculino,México,,México,,CIMAT,,,41,3,2,5,https://scholar.google.com/citations?hl=es&user=NZq1ajcAAAAJ,,,
Mario,Canul,Ku,Doctor,Ciencias de la Computación,"Machine Learning, Deep Learning, Visión artificial, Reconocimiento de objetos, Realidad aumentada y segmentación de imágenes",Másculino,México,Guanajuato,México,,CIMAT,,,23,3,1,9,https://scholar.google.com/citations?hl=es&user=VReQA8IAAAAJ,,,
Mario Xavier,Canche,Uc,Doctor,En Ciencias,"Visión artificial, Aprendizaje automático, Aprendizaje profundo bayesiano, Ciencia de datos, Análisis de imágenes médicas",Másculino,México,Guanajuato,México,CIMAT,Tecnológico de Monterrey,https://www.linkedin.com/in/mario-xavier-canche-uc-18823075/?originalSubdomain=mx,,2,1,0,1,https://scholar.google.com/citations?hl=es&user=1zU_UagAAAAJ,,,
Jorge,López,Ruiz,,,,Másculino,México,Guanajuato,México,,CIMAT,,,,,,,,https://www.researchgate.net/scientific-contributions/Jorge-Lopez-Ruiz-2229189688,,
Rafael,Robledo,Juárez,Maestro,Ciencias de la Computación,Machine Learning,Másculino,México,Guanajuato,México,,CIMAT,,http://personal.cimat.mx:8181/~rrobledo/,,,,1,https://scholar.google.com/citations?hl=es&user=bkPX51IAAAAJ,,,
José Antonio,García,Ramirez,Maestro,"En computación estadística, Ciencia de datos","Ciencia de datos, Ciencia abierta, Pronósticos, NLUK, representación del conocimiento",Másculino,México,Guanajuato,México,,CIMAT,https://www.linkedin.com/in/antoniogarcialinkedin/?originalSubdomain=mx,,,,,1,,,,
Alan,Reyes,Figueroa,,,"Aprendizaje automático, Visión artificial, Reconocimiento de patrones estadísticos",Másculino,Guatemala,,México,,CIMAT,https://www.linkedin.com/in/alan-/?original_referer=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2F&originalSubdomain=gt,,35,2,2,6,https://scholar.google.com/citations?hl=es&user=j-ZiIioAAAAJ,,,
